input,instruction,span_start,span_end,span_text,output
,What does Rangel want his brother to do?,697.0,706.0,surrender,surrender
,What did the prosecution allege Jordan Davis said to Michael Dunn?,117.0,129.0,""" f * * * that n * * * * r """,""" f * * * that n * * * * r """
,How many people was he with?,441.0,496.0,"Tom Little, a New York optometrist, was among 10 people",ten
,Who is the boat's driver?,861.0,903.0,"the skipper of Wild Oats XI, Mark Richards",Mark Richards
,When?,1176.0,0.0,1990s,1990s
,What was the money-lender's holding?,0.0,-1.0,unknown,unknown
,How many points ahead was Santorum in one of the polls a week ago?,1090.0,1093.0,10 ,10
,in what country?,102.0,123.0,in his native Nigeria,Nigeria
,What kind of sympathies did the narrator think they had?,175.0,261.0,talking to two or three lads whom I had good reason to believe were of Tory leanings. ,Tory
,what occurred under British rule,1149.0,1218.0,settlement grew at the narrow point in the river where cattle crossed,settlement grew
,What did Todd's dad say when he came home from work?,53.0,0.0,""" come on , son , i ' m going to take you to the city . """,""" come on , son , i ' m going to take you to the city . """
,What island did they arrive at?,185.0,191.0,0,Refuge
,What is Patrick Keung hoping to achieve with two World Cup victories this season?,0.0,298.0,sochi games,sochi games
,What does Oceania have a diverse mix of?,0.0,97.0,0,"Melanesia, Micronesia, Polynesia and Australasia"
,"What did Moses say happened to a person's heart when a ""walloper"" fish almost pulled them into the river?",414.0,432.0,"progs your heart up into your t ' roat , where it stick till you land him","progs your heart up into your t ' roat , where it stick till you land him"
,Where can the most recent editions be found today?,400.0,0.0,0,online
,WHERE WAS HE ARRESTED IN 2007?,640.0,676.0, outside New York's Beacon Theater. ,Outside Beacon Theater.
,what happened in 1821?,1473.0,0.0,The area became a part of Mexico,The area became a part of Mexico
,Did he take any yet?,333.0,369.0,"""Have you taken any lately?"" 

""No. ",Not lately.
,Were there a lot of people around?,99.0,115.0,"They were alone,",No
,Why did Evelyn ask Grahame about Gomez?,1538.0,0.0,"I think the reason I mentioned the man was because I wanted your opinion."" ",she wanted his opinion
,why?,625.0,716.0,"A flag of Berkshire is registered with the Flag Institute, to represent the historic county",", to represent the historic county"
,what is wu wei?,560.0,577.0,effortless action,effortless action
,Did he really dream it?,1277.0,1328.0,became suddenly aware that he had not been dreaming,no
,What is Xi Jinping's expected role in China's government?,187.0,188.0,paramount leader,paramount leader
,How many cities did he do high-frequency power experiments in?,1041.0,1071.0, New York and Colorado Springs,Two
,And Lajeunesse?,9.0,166.0,"John Lajeunesse said he was heading to the Renegade Mountain area to go four-wheeling, nothing out of the ordinary for a 16-year-old kid in rural Tennessee. ",16
,Did he want to go?,508.0,581.0,"He didn't want to go back to the store, but he really wanted green shoes.",no
,How were her eyes?,1090.0,1131.0,"Leslie arrived, ruddy, with shining eyes,",Shining
,Where?,416.0,450.0,joining Drake onstage in Las Vegas,Las Vegas
,What some characterized him as?,979.0,1015.0,"they characterized him as a ""tweener",tweener
,Were they aware of their exact location for certain?,1260.0,0.0,we are in the middle of a grove of trees ,Yes.
,How can Danny win?,346.0,399.0,the latter had simply to keep out of reach of Buster.,k eep out of busters reach
,What happends after a short wait?,1217.0,0.0,the float went under,the float went under
,how was the game for him?,0.0,968.0,It was one of the best times the boy had ever had.,It was one of the besthe ever had.
,Did laurens mom find the turtle?,881.0,1015.0,"But when Lauren came into the bathroom, her mother was smiling. Lauren's mom told her that she had a turtle when she was a little girl",Yes
,What did Blumpo fear had happened to Harry?,166.0,167.0,gone down,gone down
,What place did Sharapova get?,961.0,1018.0,0,runner up
,Where would the suspect be transported to?,373.0,380.0,Auburn.,Auburn.
,Was everyone happy about that?,673.0,824.0," The society soon decided to publish a journal, but ran into some resistance, due to concerns about competing with the American Journal of Mathematics.",no
,Who kept a secret?,156.0,168.0,Gino Bartali,Gino Bartali
,Does he have higher aspirations?,735.0,754.0,wantin' to be major,"yes, major"
,Who is accused?,9.0,219.0,"The defense and prosecution were hammering out a plea deal Tuesday in the court-martial of Brig. Gen. Jeffrey Sinclair, but no matter what the negotiations hold, the defense says three things are off the table.",Brig. Gen. Jeffrey Sinclair
,Where was he from?,0.0,670.0,"Joseph Jenkins Roberts, a wealthy free-born Black American from Virginia",Virginia
,Federer will move above who ?,578.0,583.0,Nadal,Nadal
,What part of the world is this in?,19.0,32.0,South African,South Africa
,What was the last version when this article was written?,1754.0,1761.0, C++20 ,C++20
,Who had to close their eyes?,522.0,526.0,Mary,Mary
,What was given by an appeals court Tuesday?,418.0,448.0,an emergency stay of execution,an emergency stay of execution
,Where?,610.0,644.0,0,basement of a corner grocery store
,How do you get it?,0.0,1099.0,People are appointed to the Order rather than awarded it,People are appointed
,How long before they went back to China?,1604.0,1613.0,six-month,six-month
,Was he injured?,1166.0,1214.0,"Hasan, who was seriously wounded in the incident",Yes
,What'd my mom give us?,393.0,398.0,money,money
,who was the VP of CNN,1426.0,0.0,"Parisa Khosravi, CNN's Senior Vice President",Parisa Khosravi
,What was Phelps going to do?,1071.0,0.0,"They are going to try Dare Phelps first,",Pitch
,Which brother is still alive?,1090.0,1109.0,Tamerlan was killed,Dzhokhar
,Are humans prosimians or simians?,1409.0,1416.0,Simians,Simians
,Who isn't?,997.0,1010.0,Jackie Gillan,Jackie Gillan
,Whose island?,1745.0,1767.0, In my own isle of Odo,the King's
,What is the slogan of Paramount Pictures?,338.0,343.0,"famous players in famous plays ""","famous players in famous plays """
,What was it followed by?,1245.0,0.0,0,A howl
,What are 3 of the states?,94.0,0.0,"Maine, Vermont, New Hampshire,","Maine, Vermont, New Hampshire"
,By who?,366.0,450.0,to find himself suddenly stopped short by such an insignificant person as Mr Brandon,Mr Brandon
,How long had Manssor Arbabsiar been living in Austin?,260.0,264.0,0,four or five years ago
,What is the title of the former Navy SEAL's book?,170.0,172.0,no easy day,no easy day
,What's another?,474.0,0.0, locate influential entities,to locate influential entities
,what was her mothers name?,1074.0,1079.0,Biddy,Biddy
,Who's with him?,991.0,0.0,He has six mounted men with him,six men
,How long after the attacks did the US invade Afghanistan?,726.0,812.0,0,month
,What did the man do to help the pancake restaurant worker?,130.0,132.0,sweep the floor,sweep the floor
,what did he do for self purification?,1624.0,1705.0, undertook long fasts as a means of both self-purification and political protest.,undertook long fasts
,What was the signal mentioned in the letter to the commander-in-chief?,198.0,198.0,guns,guns
,What was Tom's reaction when he saw Jasper Grinder?,239.0,250.0,""" jasper grinder , by all that ' s wonderful !",""" jasper grinder , by all that ' s wonderful !"
,How many pictures could be taken with one roll?,222.0,0.0,There were 24 frames per cartridge,24 to 25
,How many constituent colleges are part of the University of London?,80.0,80.0,18,18
,Are those the only animals he was going to murder?,0.0,537.0,He wanted to get Lightfoot first,no
,Where are the  headquarters?,172.0,203.0,headquartered in New York City.,New York City.
,Was it successful?,1221.0,1283.0,an ill-fated attempt at intercontinental wireless transmission,No
,Did she live in the mountains?,111.0,171.0,"The wheat-fields seemed a rosy gold, and all that open slope",No
,Who was the leader at the time?,282.0,287.0,0,James
,What caused the crash that sparked the infidelity allegations against Tiger Woods?,367.0,0.0,fire hydrant and a tree,fire hydrant and a tree
,what is it's Dakota name?,822.0,866.0,"The Dakota name for Saint Paul is ""Imnizaska",Imnizaska
,when did her eyes open?,684.0,736.0,"He pressed a kiss to her head, and her eyes opened. ",When she woke up
,Who said it made them feel like making up verses?,844.0,908.0,0,"the poet of the school,"
,Was it well thought of?,141.0,175.0,"""Dear old school! How I love it!"" ",yes
,Was it looked at?,826.0,830.0,view,yes
,Who was one person to work with him in Birmingham?,0.0,1121.0,Longtime aide Andrew Young,Andrew Young
,What county was his ancestral origins?,373.0,0.0,Aquino ,Aquino.
,Did he mention a Riley?,1005.0,1018.0," like Riley, ",Yes.
,Did he seem to recognize them?,868.0,898.0,He immediately recognized us. ,Yes.
,what club did they merge with?,0.0,849.0," which, in 1770, merged with TCD's Historical Club to form the College Historical Society;",TCD's Historical Club
,Did they all want to eat breakfast?,390.0,0.0,They went back to Tammy's house to have supper,no
,What was the name of the victim?,122.0,136.0,Petra Anderson,Petra Anderson
,What did he do after he entered?,1220.0,1237.0,sat quietly down ,sat quietly down
,Who established the IPCC?,118.0,0.0,United Nations,United Nations
,Was she overeweight?,558.0,577.0,a very small figure,No
,who would john call?,74.0,99.0,he would call Mrs. Walker,Mrs. Walker
,How many are there?,1051.0,1064.0,0,32-pages
,Who does he claim owns his life?,412.0,428.0,God owns my life,God
,What did that give him?,1037.0,1083.0, a distinction he had never before possessed. ,a distinction
,What question did he get asked?,1393.0,1418.0,"What does this mean, sir?","What does this mean, sir?"
,what is his punishment?,234.0,266.0,0,a nine-month suspension
,what did it overlook?,0.0,435.0,overlooking a meadow,a meadow
,Who did she see greeted Vane?,573.0,712.0,0,Kitty Blake
,Who has the best?,1381.0,1455.0,0,Spain
,Did Snap get hit?,746.0,820.0," Snap was struck in the breast and in the cheek, but not seriously hurt. I",Yes.
,who was kidnapped ?,29.0,48.0,Italian journalists,Italian journalists
,How many murder charges is he facing?,73.0,0.0, the man accused of killing three members of a Connecticut family in a 2007 home invasion,Three
,What animals live up high?,1129.0,1215.0," Wildlife such as ibex live in the higher peaks to elevations of 3,400 m (11,155 ft), ",ibex
,What did Collins think of Michael?,72.0,75.0,morose than ever,morose than ever
,in which state?,138.0,161.0,a New York nursing home,New York
,Why didn't she have it?,188.0,205.0, She had no gravy,Because she had no gravy
,Who is News Corp's founder?,1052.0,1102.0,News Corp's Chairman and Founder is Rupert Murdoch,Rupert Murdoch
,What airport was she standing outside where she talked to a CNN reporter?,194.0,236.0, Havana's Jose Marti International Airport,Havana's Jose Marti International Airport
,was he a little boy?,1250.0,1280.0,"the tall and handsome Godfrey,",no
,When did they try to go join an al Qaeda group?,1043.0,0.0,2007,2007
,Was he convicted of that charge?,274.0,516.0,"However, a Schuylkill County jury found Brandon Piekarsky and Derrick Donchak guilty of simple assault stemming from the death of Luis Ramirez, who died of blunt force injuries to the head after a fight with the defendants and their friends. ",No
,What are they?,706.0,782.0,racial categories that are common in everyday usage are socially constructed,racial categories are socially constructed
,Did the narrator intend to send the entire sum?,873.0,931.0,"'ALL of it?--That is--I mean--' 

'Certainly, all of it.' ",Yes
,Who started the contest?,0.0,0.0," launched in October by Simon Wolfson, ","Simon Wolfson,"
,What type of chicken did Sherry have for dinner?,221.0,223.0,0,lemon - garlic
,How long can it traces its history back?,569.0,611.0,trace its history back more than 300 years,more than 300 years
,How was his face maimed?,610.0,628.0,with huge blisters,with huge blisters
,What's his owner's name?,0.0,317.0,"His owner, Adam Shaw",Adam Shaw
,What happened after?,1532.0,1600.0,0,realm was divided
,How often does he serve?,981.0,1017.0,"seven nights a week, 365 days a year",daily
,Why not?,559.0,601.0,after the hurry and fatigue of his journey,because of the hurry and fatigue of his journey
,What is Eric LeGrand's story?,102.0,124.0,"his name is eric legrand , and you ' ll find him saturday on the field at rutgers stadium in new jersey","his name is eric legrand , and you ' ll find him saturday on the field at rutgers stadium in new jersey"
,how did he say it?,708.0,717.0, murmured,murmured
,What did the men want to know?,642.0,674.0,"Where is your husband, Jan Botma",Where is Jan Botma
,with what?,1222.0,1236.0,a motherly air,a motherly air
,What is his name?,110.0,132.0, fed his dog Bentley. ,Bentley
,What were they hoping to accomplish with the protests?,0.0,377.0,residents demanded his arrest,his arrest
,Has he done things with anyone else?,1135.0,1172.0,0,Yes
,Did anyone witness this?,313.0,367.0,"photographer Jackie Nickerson, who shot Gallah's image",Yes
,what was his land?,1377.0,1430.0,"ound Bourne, and throughout the south of Lincolnshire","ound Bourne, and throughout the south of Lincolnshire"
,what did he completely rework?,831.0,940.0," It is largely true to the original in consonants and vowels, though the diacritics were completely reworked,",the diacritics
,Did they let him go right away?,788.0,821.0,chucked him in a vat in der cella,No
,who did he serve?,657.0,694.0,Davidsons for nothing except his food,"the Davidsons, but only for food"
,Was she wrong?,621.0,640.0, no husband or sons,yes
,Had they caught anything so far?,70.0,116.0,n hour or two without seeing any living thing ,No
,has he said he will?,665.0,712.0,albeit without declaring their intentions yet. ,No
,What is Warner Bros.?,156.0,193.0, is an American entertainment company,entertainment company
,And those who have limited comprehension abilities?,1088.0,1191.0,", while the IOC-recognized Special Olympics World Games include athletes with intellectual disabilities",Special Olympics World Games
,Who was the gardener's son?,57.0,91.0,"the gardener's boy, Button-Bright ",Button-Bright
,What for?,910.0,946.0,to study interpersonal relationships,to study interpersonal relationships
,Who was Turtle friends with?,0.0,40.0,The turtle and the fox were best friends,fox
,Did Jimmy go to an Ivy League college?,842.0,884.0,0,"yes,Harvard"
,Does the course have a reputation?,354.0,437.0,0,the graveyard of champions
,when did he graduate?,672.0,716.0,0,1940
,How are graphical elements specified?,197.0,237.0,n be specified in a textual source file ,in a textual source file
,What is she quoted as saying?,1525.0,1550.0,Independent isn't a party,Independent isn't a party
,What is one of the other two?,270.0,288.0,Roman Catholicism ,Roman Catholicism
,How long was the lodge ceremony?,912.0,1005.0,"The sweat lodge ceremony consisted of eight rounds, with each round lasting 10 to 15 minutes.","Eight rounds, with each round lasting 10 to 15 minutes."
,What book was Dame Dermody reading when George and Mary arrived at the cottage?,0.0,331.0,0,emanuel swedenborg
,and?,457.0,545.0,"Vatican Library is a research library for history, law, philosophy, science and theology","philosophy, science and theology"
,What did Obama joke about regarding his old career?,0.0,702.0,0,he went from one of those asking the questions to the person behind the podium
,What time of day is it?,0.0,0.0,on the morning after the night's events,morning
,What does he like to talk about?,752.0,800.0," likes to talk of Scotland's ""home rule journey""","The ""home rule journey"""
,What was Murray being charged with?,0.0,1299.0, involuntary manslaughter,involuntary manslaughter
,Who was Philippe Blanchet?,550.0,568.0,research secretary,research secretary
,How many times combined did they attempt this and fail?,239.0,386.0,"with Rafael Nadal having failed on three occasions (2005, 2008, 2011) to add to previous failures by Carlos Moya (2003) and Sergi Bruguera (1997). ",Five
,Who plays the leads?,344.0,371.0,Jack Black and Michael Cera,Jack Black and Michael Cera
,In what year?,779.0,0.0,The Americans with Disabilities Amendments Act of 2008 broadened the ADA,2008
,What country was her opponent from?,1001.0,1038.0,0,America
,Are there any other sequences of special numbers being added up?,808.0,870.0,"sum of five consecutive primes (131 + 137 + 139 + 149 + 151), ",yes
,What did Colonel Clark tell Davy to do when Tom arrived?,269.0,381.0,"to catch hamilton ? "" i ventured at random . he looked at me queerly . "" would you go along , davy ? "" said he , laughing now . "" would you take tom ? "" "" among the first , "" answered colonel clark , heartily . we were seated under the elm near the spring , and at that instant i saw tom coming toward us . i jumped up , thinking to please him by this intelligence , when colonel clark pulled me down again . "" davy , "" said he , almost roughly , i thought , "" remember that we have been joking","to catch hamilton ? "" i ventured at random . he looked at me queerly . "" would you go along , davy ? "" said he , laughing now . "" would you take tom ? "" "" among the first , "" answered colonel clark , heartily . we were seated under the elm near the spring , and at that instant i saw tom coming toward us . i jumped up , thinking to please him by this intelligence , when colonel clark pulled me down again . "" davy , "" said he , almost roughly , i thought , "" remember that we have been joking"
,What was Billy like?,0.0,0.0,Billy was like a king on the school yard,a king
,Who was required to identify himself as a visitor or resident?,231.0,335.0,"When their parents divorced, Cabra would visit Perez at his father's house on 13th Street, or Calle 13. ",Cabra
,her name?,96.0,112.0, wife Janay Rice,Janay Rice
,What did Mary the mouse do when she saw Kramer?,129.0,132.0,cried little mouse tears,cried little mouse tears
,What did the doctor who inspected the body of the Palestinian Authority official say was the cause of death?,0.0,354.0,0,asphyxiation
,Who else was there?,162.0,175.0,Lady Delahaye,Lady Delahaye
,How did Sir Robert look at breakfast?,296.0,297.0,0,extremely pale
,When was Pele to be taken off dialysis?,555.0,0.0,"The hospital issued a second statement later Saturday, indicating that Pele continues to recover and that doctors plan to take him off dialysis early Sunday.",Early Sunday.
,what is the name of Chaka's wife?,89.0,164.0,"haka caused a watch to be kept upon his mother Unandi, and his wife Baleka,",Baleka
,what did this cause?,0.0,1561.0,0,let the fugitives know precisely where they were
,"When he went in the dorm, where were the boys?",767.0,771.0,beds,beds
,How long could Love get in prison?,592.0,689.0,"Love could face between 30 years and life in prison, said Assistant U.S. Attorney Fred Sheppard. ",between 30 years and life
,when were they trying to get there ?,569.0,576.0,morning,morning
,how many suspects are there total?,67.0,84.0, five men charged,five
,Did she win last year?,425.0,0.0,"The world No. 2, who was hampered by an ankle injury before going on to lose last year's final,",No.
,Why not?,1390.0,1506.0,The Indian government also is not in favor of Kalmadi attending the Olympics while he still faces corruption charges,Because he still faces corruption charges
,When?,0.0,376.0,0,the 8th century
,what color was the fish?,439.0,456.0, pretty blue fish,blue
,How many downs does a team have to gain 10 yards in Canadian football?,105.0,105.0,three,three
,What did she show everyone that night?,700.0,797.0," That night at the cupcake party, Ms. Strawberry showed everyone her plate of delicious cupcakes!",her plate of delicious cupcakes
,When was the hearing scheduled?,0.0,538.0, preliminary hearing scheduled for September 5,September 5
,Who elevated the Dukes of Brunswick-Luneburg to the rank of Prince-Elector in 1692?,184.0,206.0,the Holy Roman Emperor,the Holy Roman Emperor
,Who is this bad news for?,66.0,155.0,This was an immense disaster; for Tracy couldn't go into the presence without that ticket,Tracy
,What was the other?,682.0,709.0,0,Mel Gibson
,Was Colin a cat?,0.0,81.0,Colin the cat,yes
,what did they use to get the man out if he was in?,1195.0,1203.0,tear gas,tear gas
,What kind of car does Gino have?,88.0,99.0, Lamborghin,Lamborghin
,What made Will feel so despondent on the Sabbath morning?,123.0,0.0,he had fallen head and ears in love with flora westwood,he had fallen head and ears in love with flora westwood
,How long did it take him to claim victory?,516.0,585.0, Serbian took just one hour 32 minutes to claim a 6-2 6-1 6-3 victory,Serbian took just one hour 32 minutes to claim a 6-2 6-1 6-3 victory
,What did Beth observe about Eliza Parsons's behavior?,108.0,0.0,0,the girl was not acting a part
,When was it released?,911.0,927.0,Released in 1924,in 1924
,where is its location?,100.0,135.0,southeast coast of the Persian Gulf,southeast coast of the Persian Gulf
,Where is HQ?,631.0,664.0,0,"Reston, Virginia"
,Has Obama played basketball?,0.0,200.0,The former reserve player for Punahou High School's 1979 state championship team,yes
,And what does it lay west of?,365.0,414.0,0,It shares land borders with Pakistan
,which makes what kihnd of conditions?,1262.0,1329.0,"he climate is temperate marine, with mild winters and warm summers.",mild winters and warm summers.
,And second?,685.0,714.0,my second dream was to win it,win it
,What did Uncle John believe about the weather west of Denver?,121.0,122.0,perpetual sunshine,perpetual sunshine
,did he pledge to do something?,123.0,156.0, pledging to take over Palestine.,Yes
,What was his feelings toward the sudden lost of Adam?,1192.0,1210.0,extremely saddened,extremely saddened
,What group?,656.0,0.0,0,theropod group of saurischian dinosaurs
,Name a Bourbon cadet branch?,1029.0,1073.0,"A cadet Bourbon branch, the House of Orléans",the House of Orléans
,What chapter is this?,0.0,0.0,CHAPTER THREE,CHAPTER THREE
,what is the abbrevation ?,28.0,34.0,0,Northd
,what does lulu eat,0.0,567.0,"She likes her dog food. Her dog food has a picture of dog that looks like her on the bag. Lulu likes her food, but she likes the cat's food better. ",dog and cat food
,what was her name?,0.0,234.0,Latasha Jackson,Latasha
,Who did it belong to?,632.0,644.0,Napoleon III,Napoleon III
,when did it happen?,1035.0,0.0,"f Dawda Jawara, who ruled until Yahya Jammeh seized power in a bloodless 1994 coup. ",1994
,What was Ameida doing?,431.0,522.0,", Luis Carlos Ameida and his friends were surrounding a car listening to the star's music. ",listening to the star's music
,Who was Hocken leading when the paper got started?,466.0,620.0,"The ""Star"" (originally known as the ""Evening Star"" and then the ""Toronto Daily Star"") was created in 1892 by striking ""Toronto News"" printers and writers,","Striking ""Toronto News"" printers and writers,"
,What forced people to farm?,1087.0,1197.0,", the climatic changes associated with the Younger Dryas are thought to have forced people to develop farming.",climatic changes
,What kind of studies deals with literature?,1237.0,1290.0,"Cultural studies, for instance, takes as its subject ",Cultural studies
,what is the name of the prison?,347.0,396.0,report to McKean Federal Correctional Institution,McKean Federal Correctional Institution
,Where did Adrian run to?,64.0,107.0,he ran on to the house in the Bree Straat. ,to the house in the Bree Straat.
,Who showed up right at that time?,406.0,443.0,0,George de Coverly
,What career did he look forward to?,1432.0,0.0,actor-author,actor-author
,did everyone agree?,1345.0,1380.0,they had no hesitation in agreeing.,yes
,who is he?,497.0,590.0,"John Brennan, President Barack Obama's assistant for homeland security and counterterrorism. ",Assistant for homeland security and counterterrorism.
,how many people died in it?,206.0,0.0,0,"69,197 people"
,What cultures blended to make the Vedic Civilization?,99.0,198.0, the blending of the Indus Valley Civilization and Indo-Aryan culture into the Vedic Civilization; ,the Indus Valley Civilization and the  Indo-Aryan culture
,from where?,245.0,253.0,Scotland,Scotland
,What are the Ministry's initials?,0.0,44.0,The Ministry for Culture and Heritage (MCH) ,MCH
,did the room have an aroma?,617.0,0.0,a faint aromatic fragrance crept into the room. ,Yes
,Whose country?,783.0,0.0,"d in your country, Duke,",Duke
,What about her friends?,293.0,359.0,"she could forgive all her enemies, love her friends more than ever",she could love them more than ever
,who was under the timber ?,49.0,60.0,Skip Miller,Skip Miller
,Who else lives there?,832.0,842.0,our sister,their sister
,Why?,0.0,535.0,we left him,we left him
,What did the United Kingdom operations change the the name of British Sky Broadcasting to?,370.0,0.0,The United Kingdom operations also changed the company name from British Sky Broadcasting Limited to Sky UK Limited,Sky UK Limited
,when?,564.0,568.0,0,2003
,What is a keyboard?,36.0,70.0,connection of computer peripherals,computer part
,Why did Yellow Wing have to leave?,279.0,335.0,0,Mrs. Yellow Wing called him
,where?,0.0,967.0,"a little Hunting-seat at Neuhausen,","Neuhausen,"
,What does DPRK mean?,804.0,847.0,the Democratic People's Republic of Korea. ,Democratic People's Republic of Korea.
,What else do they need to buy?,172.0,187.0,"sugar, and cups","sugar, and cups"
,Who was Bertrade saved from?,621.0,827.0,"""Ah,"" said De Montfort, rising to greet the young knight cordially, ""an you be that Roger de Conde who rescued my daughter from the fellows of Peter of Colfax, the arms of the De Montforts are open to you. ",fellows of Peter of Colfax
,"What was Kipps’s opinion of people like Ann, Buggins, and Chitterlow?",249.0,259.0,inferior social position who had to be eliminated from his world,inferior social position who had to be eliminated from his world
,Where does that number come from?,597.0,628.0,"according to the 2001 Census. 
",the 2001 Census.
,was he punnished at school?,186.0,205.0, flogging at school,yes
,Does it have a rich cultural identity?,0.0,1282.0, Egypt's rich cultural heritage is an integral part of its national identity,yes
,what was his profession?,1066.0,1096.0,0,Olympic sprinter
,Who was murdered?,184.0,206.0,0,Briton Meredith Kerche
,How many Classes of members are there in the Order?,185.0,185.0,three,three
,When?,698.0,947.0,"On 28 June 2012, after concerns from shareholders in response to its recent scandals and to ""unlock even greater long-term shareholder value"", Rupert Murdoch announced that News Corporation's assets would be split into two publicly traded companies,",2012
,What did Teddy say to Jake to get him to get up and prepare for the tramp?,236.0,250.0,""" come , what are you lying here for ? we are ready to start",""" come , what are you lying here for ? we are ready to start"
,any one else?,887.0,0.0,"Christmas Day is a public holiday in many of the world's nations, is celebrated religiously by the vast majority of Christians, as well as culturally by a number of non-Christian people,",non-Christian people as well
,Did she get an undergraduate and post-grad certificate?,1382.0,1498.0,"
2. She specializes in artificial intelligence. Mayer holds bachelor's and master's degrees from Stanford University",Yes
,Who gets to decide if Abedin is a victim?,987.0,0.0,only Abedin decides if she is a victim. (And she's not talking publicly.) ,Abedin
,And who did he state he would be taking up pursuing animals to?,186.0,237.0," ""I think I shall take to hunting,"" he said to Mary",Mary
,What was the date of the suspect's release from prison?,180.0,181.0,may 23,may 23
,Were gold coins used?,324.0,400.0,"with prescribed weights and composition of gold, silver, or copper for each.",yes
,What did he say they should do this winter?,561.0,584.0,something of that sort ,something of that sort
,Why was he trying to get her to resign?,0.0,0.0, his demand to resign following her drunken driving arrest and conviction,drunken driving arrest and conviction
,What did the urchins suggest Hal do to Ferris?,403.0,408.0,cuffed him right and left,cuffed him right and left
,Is the integer negative?,1091.0,0.0,0,no
,What's another?,586.0,632.0,"The Perfect Storm,"" and ""A Death in Belmont."" ",A Death in Belmont
,What did she infect the atmosphere with?,338.0,422.0,to infect the very atmosphere of the place with a thrill of the strangest excitement,excitement
,Where was the joint chambers?,232.0,242.0,Staple Inn,Staple Inn
,Where did that happen?,587.0,600.0, in Manchuria,in Manchuria
,What is the title of Mr. Harrisons Book?,71.0,100.0,"book ""Make Room! Make Room!"" ","""Make Room! Make Room!"""
,What did he worry the squirrel might do?,0.0,322.0,efore the squirrel should have gnawed out.,gnaw out
,What was offered to drink with the fish?,438.0,466.0,And Bilson brought champagne,champagne
,What was the familiar locomotive whistle of Putnam Hall fame?,325.0,331.0,let out that old familiar locomotive whistle,let out that old familiar locomotive whistle
,What did Lady Bertram suggest to decide if Fanny should go?,0.0,13.0,[CLS] what did lady bertram suggest to decide if fanny should go ? [SEP],[CLS] what did lady bertram suggest to decide if fanny should go ? [SEP]
,How was Flora doing?,261.0,263.0,going on beautifully,going on beautifully
,with who?,0.0,574.0, Amy and Candace made sand castles with Amy's father.,Candance
,Who returned?,165.0,186.0,Dick got back to camp,Dick
,What did they want to do?,0.0,64.0,wanted to start a band. ,to start a band.
,Why couldn't she evacuate?,0.0,1113.0,my door was jammed,her door was jammed
,what was John worried about?,464.0,473.0, the baby,the baby
,What's inside the eggs?,0.0,644.0,eggs filled with coins,coins
,Did he wear a bulletproof vest to court?,188.0,330.0,"Wearing a bulletproof vest, Timothy Burns appeared in Copiah County Justice Court. He said he has no lawyer, so one will be appointed to him. ",Yes
,where did he go to participate?,1461.0,1500.0,sauntered into Cotting's to participate,into Cotting's
,Did this make Denis happy?,1157.0,1177.0,"broke Denis' heart, ",no
,What did a recent study find about the worries of 13-year-olds?,338.0,0.0,gaining weight,gaining weight
,What did he trip over?,195.0,217.0,he tripped over a rock,a rock
,Who was sentenced?,9.0,0.0,Evangelist Tony Alamo is likely to spend the rest of his life in prison,Tony Alamo
,What states were originally part of the Northwest Territory?,59.0,71.0,"ohio , indiana , illinois , michigan , wisconsin and parts of minnesota","ohio , indiana , illinois , michigan , wisconsin and parts of minnesota"
,from what?,43.0,166.0,"it can serve as protection from the elements, and can enhance safety during hazardous activities such as hiking and cooking",it can serve as protection and enhance safety
,True or False: The Fox Broadcasting Center is in Queens.,0.0,496.0," Fox Broadcasting Center in the Yorkville neighborhood of Manhattan, New York City.",False
,who was going to do graphics?,456.0,459.0,ATI,ATI
,What came before the Arab Spring?,9.0,56.0,Before the Arab Spring came the Damascus Spring,Damascus Spring
,Did people scream when they saw one?,756.0,792.0,They didn't scream if they saw a dog,no
,how did oscar kill his girlfriend?,340.0,383.0,shot last year through a closed toilet door,shot last year through a closed toilet door
,what was his title?,1309.0,1375.0,"Frederic, the German prince who married Charles's sister Elizabeth",he was a prince
,How many fled?,1051.0,1102.0,"Ganjam District, where 85,000 people were evacuated","85,000"
,how was it conducted?,0.0,1323.0,But in a rare e-mail interview ,E-mail
,did he make many mistakes on the point?,796.0,828.0,He did little wrong on the point,No
,What did the nurse who gave Lady Bird Johnson her nickname say about her?,275.0,284.0,""" purty as a lady bird . """,""" purty as a lady bird . """
,what was part of japanese history?,4.0,9.0,0,The Heian
,What number is that in numerics?,0.0,0.0,CHAPTER XI:,11
,what time did the man arrive?,43.0,62.0,About three o'clock,About three o'clock
,When was Venezuela colonized?,0.0,0.0,The territory now known as Venezuela was colonized by Spain in 1522,1522
,What did Obama call it?,1441.0,1522.0, the claim that he invented the BlackBerry would have been the most preposterous ,preposterous
,What happened in the twenties?,0.0,1860.0,"lavish ""movie palaces""","lavish ""movie palaces"" came about"
,who is richer than Dunstable?,353.0,411.0,The Scatcherd wealth greatly exceeded the Dunstable wealth,Scatcherd
,Where did Socks live?,1015.0,1083.0, Let's send her over to your parents' farm. She can live in the barn,in the barn
,Are there three different types of cross platform software?,175.0,229.0, Cross-platform software may be divided into two types,No
,How many did he win?,0.0,1700.0,won back-to-back ,Two
,what was that?,963.0,1003.0, the development of flight technologies.,the development of flight technologies.
,What was it?,0.0,509.0,Wine,Wine
