input,instruction,span_start,span_end,span_text,output
,whom did he contact?,740.0,755.0,Marco Borriello,Marco Borriello
,How many things needed fixed?,48.0,146.0,had to fix the door. He had to fix the window. But before he did anything he had to fix the toilet,three
,Where does Maggie wish to be wed?,354.0,370.0,St. Mary Abbot's,St. Mary Abbot's
,Was the Quran studied during the Islamic Golden Age?,789.0,866.0,The study of the Quran and the Hadith thrived in such a scholarly atmosphere.,yes
,who was Japan at war with?,1249.0,1309.0,"Japanese Government, with that government at war with Russia",Russia
,from what?,458.0,497.0,from concerns of copyright infringement,concerns of copyright infringement
,why?,429.0,470.0, Jenny did not want to go someplace cold.,it is warm there
,"What color, then?",672.0,702.0,replied the brownhaired maiden,brownhaired
,How much does he weigh?,188.0,278.0," Seconds later, a video shows the officer behind him grab the 350-pound man in a chokehold",350-pound
,Are they allowed to leave school for lunch?,261.0,314.0,They are allowed to leave school for 1 hour for lunch,yes
,What finally appeared?,0.0,0.0, Goths,Goths
,Was he ever watchful?,1052.0,1119.0,ever keeping his eyes fixed upon the death-lit face of their burden,yes
,who?,1177.0,1237.0,"for Marmee forbade my having anything charged at the shop."" ",Marmee
,of who,245.0,261.0,a Peruvian woman,a Peruvian woman
,What did little Rayonette lisp when she toddled up to the Duchess?,391.0,394.0,_ nontre _,_ nontre _
,What other animal was bound to cause problems in the office?,1066.0,1085.0,a large yellow dog ,a large yellow dog
,How cold?,1004.0,1052.0,temperatures which dropped as low as -36 Celsius,-36 Celsius
,How many countries are in it?,330.0,335.0,seven,seven
,Does he think anything happens in New York?,1313.0,0.0,"""There isn't any. Nothing happens in New York",No
,Was the younger musician bad with the harmonica?,1568.0,0.0,the wonderful effects he produced,No.
,where was it produced?,1092.0,1114.0,y BBC Wales in Cardiff,y BBC Wales in Cardiff
,What was her last day of work?,876.0,0.0,"Missing since: April 21, 2003","April 21, 2003"
,what did he see as they were driving?,742.0,805.0,"flowers, a puppy, ants, and people walking, and even a chipmunk","flowers, a puppy, ants, and people walking, and even a chipmunk"
,What is his birth name?,0.0,63.0,Louis-Napoléon Bonaparte (born Charles-Louis Napoléon Bonaparte,Charles-Louis Napoléon Bonaparte
,Was it expected news?,47.0,125.0,Dick was greatly surprised over the news which Peleg Snuggers conveyed to him.,no
,What did one offer?,495.0,522.0,for one promised seed-wheat,promised seed-wheat
,What else did he buy?,391.0,430.0, He also purchased a broken-down launch,A launch
,Who's that?,742.0,761.0, her other daughter,Maud's mother
,Does Helen know when Steve will return?,995.0,1054.0,"""Will Steve be away long?"" 

""I don't know,"" Helen answered",No.
,what was discovered in the 1540s?,1082.0,1183.0,"They were forerunners of the first botanical gardens attached to universities, founded from the 1540s",botanical gardens attached to universities
,What did Britain and France do there?,845.0,879.0,the Ottoman Empire was partitioned,partitioned it
,What event did he hold to do so?,261.0,337.0,So when the Grizzly bear king held a town meeting to pass out all the shirts,A town meeting.
,How much?,804.0,812.0,0,"$100,000"
,Who led the Vikings?,1245.0,1257.0,Leif Erikson,Leif Erikson
,Were they right?,679.0,0.0,"But Lew Flapp and Dan Baxter took the train from a station three miles away, so the quest was unsuccessful. ",No
,What were the five conflicts of the Napoleonic Wars?,104.0,136.0,0,"the third coalition ( 1805 ) , the fourth ( 1806 – 7 ) , fifth ( 1809 ) , sixth ( 1813 ) , and the seventh and final ( 1815 )"
,Who hated it?,457.0,0.0,0,The players
,Which state was at the southernmost range of the war's location?,803.0,0.0,0,Virginia
,what lives there?,700.0,861.0,"Life in the Arctic includes organisms living in the ice, zooplankton and phytoplankton, fish and marine mammals, birds, land animals, plants and human societies.","organisms living in the ice, zooplankton and phytoplankton, fish and marine mammals, birds, land animals, plants and human societies."
,What was the 'thing' for Republicans?,-1.0,-1.0,0,unknown
,Whose?,753.0,776.0,Her fingers gripped his,Arnold
,what OS is the article about?,0.0,0.0,0,Unix
,what is a satellite?,26.0,110.0, a satellite is an artificial object which has been intentionally placed into orbit.,an artificial object which has been intentionally placed into orbit.
,Is Romola easily frightened?,920.0,962.0,But Romola was not given to personal fears,No
,What are the names of the uninhabited islands and rocks surrounding Jersey?,153.0,180.0,"les dirouilles , les ecrehous , les minquiers , les pierres de lecq , and other reefs","les dirouilles , les ecrehous , les minquiers , les pierres de lecq , and other reefs"
,what were they put up in?,1128.0,1152.0,makeshift rescue centers,makeshift rescue centers
,What is the biosphere?,191.0,196.0,the biotas of the earth,the biotas of the earth
,What was the son already schooled in?,445.0,495.0,. I have already taught you the theory of the work,the work
,Do they have groups in the US?,644.0,753.0,"The worldwide CEO of HarperCollins is Brian Murray. HarperCollins has publishing groups in the United States,",Yes
,What did Billy enjoy watching Tumble do after he had cooled the oatmeal for him?,231.0,238.0,ate his bowl of oatmeal,ate his bowl of oatmeal
,Who was sentenced?,213.0,0.0,Saleh al-Shawsh,Saleh al-Shawsh
,where did that name came from?,818.0,840.0,"from the tribe ""Serdi""","from the tribe ""Serdi"""
,How long were her sessions?,1573.0,1626.0,involved about two hours of consistent concentration.,2 hours
,How do you know?,839.0,0.0,But in the new 51-minute video he is shown training fighters and paying tribute to another jihadist commander who was killed earlier this year. ,He was in a video.
,How many were in the fort?,1070.0,1130.0,the little force in the block-house did not exceed forty-two,forty-two
,Which was the youngest?,0.0,867.0,"Ahmed Yusuf Farah, 25, Jama Mohamed Samatar, 45, Abdirisaq Abdulahi Hirsi, 33, Sayid Ali Garaar, 39, and Osman Musse Farah, 32,",Ahmed Yusuf Farah
,What is the overlap between electronica and intelligent dance music (IDM)?,314.0,314.0,partly,partly
,What is the current weekday circulation?,-1.0,-1.0,unknown,unknown
,Was both pilots killed?,1294.0,1330.0,killing the pilot of each aircraft. ,yes
,Who had buckles and bangles?,0.0,28.0,Mrs. Penniman,Mrs. Penniman
,How did the retelling of the crime make them feel?,0.0,0.0,"They were filled with amazement at the story of the robbery. 
",they were amazed
,was he happy?,0.0,1146.0,Tom was happy,yes
,Where was Darwish from?,601.0,641.0,"Darwish, a 28-year-old from Saudi Arabia",Saudi Arabia
,Who seized them?,51.0,111.0,held captive for about a week by pro-Moammar Gadhafi troops ,pro-Moammar Gadhafi troops
,Did he find that the planets' orbits were circular?,1482.0,1542.0,Johannes Kepler found the planets' orbits were not circular ,No.
,Did the certificates have information about hospitalizations?,0.0,1356.0,medical certificates for four of the seven detainees to show they were hospitalized,yes
,who was missing teeth?,672.0,688.0,Grandfather Mink,Grandfather Mink
,Where do many of those come from?,693.0,0.0,GNU project,GNU project
,full time?,1144.0,1164.0, she works part-time,no
,it's title?,802.0,851.0,"who directed ""Tim Tebow: Everything in Between."" ","""Tim Tebow: Everything in Between."""
,For what purpose?,0.0,279.0,0,for scientific and engineering applications
,Do officials think the two were terrorists?,253.0,356.0,"""The more information we get, the more we're inclined to conclude that it was not a terrorist incident,","No. the more we're inclined to conclude that it was not a terrorist incident,"
,What is Nora eating?,1292.0,1315.0,She was biting an olive,an olive
,How many did?,730.0,819.0,"A few councillors, however, remained with Panda, among whom was old Maputa, the general, ",A few.
,What was Granada once known as?,837.0,857.0,the queen of gardens,the queen of gardens
,when did they get the name Cardinals?,679.0,732.0,they were officially renamed as the Cardinals in 1900,1900
,When was the expansion period?,871.0,951.0,"a expansion period from Southeast Asia and Melanesia between 2,500 and 1,500 BCE","between 2,500 and 1,500 BCE"
,Was she glad to hear this?,602.0,649.0,"""that's the best news I've heard for mony a day",yes
,how much further do they plan on traveling today?,0.0,167.0," How much further do we go?"" 

""About two miles,",About two miles
,how long did they spend getting their equipment?,503.0,0.0,During that time the Rover boys and Jack Wumble had spent two days in buying the necessary outfit,Two days
,What do organizations consider it?,238.0,315.0,This practice is considered exploitative by many international organisations.,explotative
,Who?,0.0,754.0,0,Holderness
,Who asked him to do that?,1013.0,1080.0,a number of European members urged him not to stand for president. ,European members
,when?,925.0,953.0, in 2005 it received a grant,2005
,Who was a bad companion for Silchester?,648.0,795.0,The latter I could not quite understand. The only thing about him perfectly clear was that he was just the worst companion possible for Silchester.,de Cartienne
,who was worried about proving that it wasn't his fault?,818.0,878.0," fault--you boys can prove that, can't ye?"" 

""We can, Peleg",Peleg
,What's his name?,1289.0,1403.0,"Ob course, I knows him,"" said Uncle Braddock. ""I'se done knowed him fur twenty or fifty years. He's George Mason.""",George Mason
,Is it west of the Archipelago?,0.0,122.0,east ,no
,According to whom?,307.0,339.0,0,Bernard.
,What did he sign up for?,560.0,602.0,signed up for his school's Spring Fun Run.,Spring Fun Run.
,What did they eat?,821.0,0.0,eat pork chops.,pork chops.
,How did she become a peel?,249.0,0.0,I turned into banana skin after throwing trash on the school yard. ,Because she threw trash down
,Does the Tea Party like Cruz?,937.0,958.0,a tea-party favorite ,yes
,When did it start covering Latin America?,328.0,354.0,"since 2003, Latin America.",2003
,Was anyone unaware of somthing?,49.0,0.0, could not realize,yes
,Was she personable?,1091.0,1127.0,"though frivolous, Princess Frutilla.",No
,Who?,948.0,1015.0, Charteris had literally gibbered in the presence of eye-witnesses ,Charteris
,Who was one of the founder's of the magazine?,1527.0,0.0,Francis H. Underwood,Francis H. Underwood
,Why did it grow quickly in 1167?,0.0,458.0, It grew rapidly from 1167 when Henry II banned English students from attending the University of Paris,Henry II banned English students from attending the University of Paris
,Who was the insolent Moor who defied the Christian warriors?,0.0,0.0,tarfe,tarfe
,What movie was he in in 2009?,1251.0,1272.0,"""Inglourious Basterds",Inglourious Basterds
,"Who wrote ""The Republic""?",201.0,235.0,"Plato in his work ""The Republic"". ",Plato.
,Who lifted his voice and was anwsered by Vigitello and larocque?,624.0,732.0,0,Sakr-el-Bahr
,Who led the French troops in 1744?,1717.0,1733.0,under Roqueville,Roqueville
,What countries are associated with Silesia historically?,53.0,0.0,czech republic and germany,czech republic and germany
,In how many states?,694.0,699.0,in 39,39
,Who might not approve of the marriage?,934.0,949.0,his grandfather,his grandfather
,to where?,0.0,575.0,Huguenots from escape to England,England
,did someone die?,93.0,112.0,band member's death,Yes
,Who defines the systematic name Ethanol?,992.0,1041.0,International Union of Pure and Applied Chemistry,International Union of Pure and Applied Chemistry
,did tom steal from st clare?,1406.0,1829.0,"Trusted to an unlimited extent by a careless master, who handed him a bill without looking at it, and pocketed the change without counting it, Tom had every facility and temptation to dishonesty; and nothing but an impregnable simplicity of nature, strengthened by Christian faith, could have kept him from it. But, to that nature, the very unbounded trust reposed in him was bond and seal for the most scrupulous accuracy.",No
,What was Ashley's present for her birthday?,38.0,42.0,a trip to the fair,a trip to the fair
,Which state was the first to be defeated?,772.0,831.0, Prussia preemptively struck Saxony and quickly overran it.,Saxony
,AFTER WHAT INCIDENT DID THAT HAPPEN?,62.0,85.0,Boston Marathon bombing,Boston Marathon bombing
,How did the hamster and Piggy travel to the farmhouse?,201.0,204.0,climb on my back,climb on my back
,Where are they from?,263.0,317.0,0,Germany
,What was Cyrus in after that?,949.0,997.0,0,Doc
,Was he drunk?,0.0,1243.0,"The wine and wassail, however, befogged his senses.",yes
,what time was the squall ?,46.0,64.0,two in the morning,two in the morning
,Who started looking at microorganisms under a microscope?,434.0,0.0,Antonie van Leeuwenhoek,Antonie van Leeuwenhoek
,What is it now popularly used to refer to?,1981.0,2055.0,"Tollywood"" is now also popularly used to refer to the Telugu film industry",the Telugu film industry
,What year was the PlayStation 3 officially announced?,20.0,20.0,2005,2005
,Who gives weight per unit volume as the definition?,395.0,0.0,0,the United States oil and gas industry
,Who else broke in on them?,1332.0,1367.0,Andrew de la Borne broke in upon us,Andrew de la Borne
,Where did he go next?,115.0,163.0, Then he made his way down into the shabby hall ,down into the shabby hall
,Who wants to bake a special cake?,8.0,75.0,John and Sally's mother made up her mind to bake a very special cak,John and Sally's mother made up her mind to bake a very special cak
,How long had Nathaniel Brown been a probational employee?,165.0,166.0,since october,since october
,As opposed to what?,72.0,158.0,as opposed to being governed by arbitrary decisions of individual government officials,to being governed by arbitrary decisions of individual government officials
,what is primality?,27.0,116.0, is a natural number greater than 1 that has no positive divisors other than 1 and itself,a number that con only be divided by 1 and itself
,what did they regroup as later?,1252.0,1274.0,an insurgency movement,an insurgency movement
,What organization was it under at first?,1062.0,1126.0,under the administration of the United Nations Development Fund.,United Nations Development Fund.
,Did the victim's family witness it?,603.0,651.0,"victims' family members witnessed the execution,",yes
,Where?,0.0,477.0,My cab's at the door. If you'll loose my legs I'll walk down to it,to his cab
,who had organised entertainment in the past?,350.0,466.0,"When Marianne was recovered, the schemes of amusement at home and abroad, which Sir John had been previously forming",Sir John
,how many different settlements has it had over different times?,647.0,698.0,0,Four
,Why?,32.0,116.0,He was really happy he didn't have to go to a dumb sit down school like his cousins.,Because he didn't have to go to school.
,Who was on the other bedside?,1470.0,1504.0,Bailey was on one side of the bed ,Bailey
,How long would a 24 frame strip be?,1212.0,1246.0,A four frame strip measures 111 mm,666 mm
,Where was John going?,1526.0,1553.0, I must be off to Narrabee.,Narrabee
,how many miles is that?,266.0,342.0,0,37
,What is another name for that?,0.0,505.0, sometimes known as perching birds,perching birds
,Is it a bright morning?,76.0,112.0,in the grey of the following morning,no
,What did it originate with?,164.0,229.0,the overseas possessions and trading posts established by England,the overseas possessions and trading posts established by England
,Over what land would he rule?,875.0,883.0,"England,","England,"
,What is the NHTSA?,337.0,0.0,The National Highway Traffic Safety Administration,The National Highway Traffic Safety Administration
,what accronyms are used for it?,113.0,115.0,0,UN
,Did Guardley want to travel alone?,963.0,993.0,0,No
,Where does red come from?,23.0,44.0, end of the spectrum ,end of the spectrum
,by how much?,974.0,1030.0,is four times the size of the entire Nicaraguan economy.,four times
,during what,455.0,491.0,during World War II and the Cold War,World War II and the Cold War
,Where did it occur?,277.0,392.0," in the parking lot of a Webster, Texas, building that is being remodeled for the Iglesias Profetica Peniel Church,",Parking Lot
,What is the opinion?,394.0,436.0,Opinion: We need an Arms Trade Treaty now ,We need an Arms Trade Treaty now
,What is of great importance in robust statistics?,1087.0,1146.0,", the median is of central importance in robust statistics,",The median.
,Did johnny see a turtle?,986.0,1047.0,"""Look there,"" Daddy tells him. Johnny sees a green sea turtle",Yes
,what did they first hear about him?,225.0,246.0,you had been murdered,he had been murdered
,whose forces had sacked Brandeis?,678.0,721.0,0,Daun
,How did that happen?,477.0,525.0,0,When he tried to free himself
,How many are there?,843.0,848.0,three,three
,When was that done?,396.0,591.0,Christie appointees had ordered access lanes to the nation's biggest river crossing in Fort Lee closed last year to punish that town's mayor politically for not endorsing Christie for reelection.,last year
,Did they think of each other often?,826.0,1014.0,0,yes
,Why?,980.0,1056.0, The driver didn't know that it was trick toothpaste that was pumpkin flavor,it was pumpkin flavor
,In China?,1417.0,1557.0,"Chen was born in 1971 in Dongshigu, a small farming village in eastern Shandong province, more than 400 kilometers (248 miles) from Beijing.",yes
,What did lauren notice then?,402.0,0.0,"Lauren saw that not only was Chocolate's shell worn, one of her eyes was shut.",One of her eyes was shut
,What was the crime Abdelbaset Ali Mohmed al Megrahi was found guilty of in 2001?,78.0,93.0,murders of the 259 passengers and crew on board the flight from london to new york,murders of the 259 passengers and crew on board the flight from london to new york
,What two countries do some members want to join?,1577.0,1608.0,0,East Timor and Papua New Guinea
,What has been Miley Cyrus' success with her latest single?,338.0,340.0,wrecking ball,wrecking ball
,how old is she?,1794.0,0.0,And she was fifteen,Fifteen
,When did Valentin die?,78.0,0.0,March,in March
,In what state?,84.0,95.0,Connecticut,Connecticut
,what was the esitimated population?,0.0,1714.0,0,"760,026"
,What number pops up a lot in their math system?,1080.0,1116.0, subdivided the latter into 60 parts,60
,Did that improve the party?,85.0,280.0,"nor was it much improved in wit or gaiety when Mrs. Montacute Jones, Lord Giblet, and Jack de Baron had gone away, and Canon Holdenough and his wife, with Mr. Groschut, had come in their places. ",no
,how many?,0.0,1581.0,the disaster that killed 11 workers ,11
,Where did Jason and his friends decide to play football?,151.0,152.0,the park,the park
,Was he certain when Romney's plan would balance the budget?,533.0,539.0,unsure,no
,Who is upset about it?,168.0,182.0,Peru officials,Peru officials are
,Was the table old?,988.0,1000.0,0,yes
,How has the Liberal Party's voting patterns changed over time?,162.0,0.0,0,no longer as clear as they once were
,What are the indigenous trees?,1079.0,0.0,"short-leaf fig (""Ficus populnea"" var. ""brevifolia""), pigeon plum (""Coccoloba diversifolia""), mastic (""Sideroxylon foetidissimum""), and poisonwood (""Metopium brownei"").","short-leaf fig (""Ficus populnea"" var. ""brevifolia""), pigeon plum (""Coccoloba diversifolia""), mastic (""Sideroxylon foetidissimum""), and poisonwood (""Metopium brownei"")."
,could he see the sea?,13.0,0.0,"The terrace of the Villa Catalano, with its orange and palm trees, looked upon a sea of lapiz lazuli, and rose from a shelving shore of aloes and arbutus. The waters reflected the color of the sky, ",Yes
,where?,327.0,410.0,Tom threw his dog a party in the sand to make his dog happy and have a great life. ,In the sand.
,Until how long?,404.0,408.0,1981,1981
,What year did Margaret Thatcher become Prime Minister?,195.0,0.0,1979,1979
,And one of the provinces on the the other sides?,393.0,458.0,he municipality borders the provinces of Jiangsu and Zhejiang to ,Jiangsu
,Who did Waltham help?,228.0,279.0,0,Grace
,What month?,1484.0,0.0,March,March
,Who else was arrested?,1121.0,1165.0,"that of two former Gbagbo Cabinet ministers,",Two former Gbagbo Cabinet ministers
,How did the noises make her feel?,1392.0,1440.0,"She called the shouts and screams ""petrifying."" ",scared
,in which state were they running?,873.0,973.0," Firebrand Republican Rep. Steve Stockman launched a last-minute bid against Texas Sen. John Cornyn,",Texas
,What do Fancy and Dick like to do together?,189.0,207.0,0,walks and meetings
,what did sylvia do on that day?,31.0,55.0,left the front gate open,left the front gate open
,Name one more?,650.0,704.0,"We're both proud, resentful, reckless and affectionate",Affectionate
,What percentage of the population would that be (without NV and AZ)?,694.0,699.0,15.3%,15.3%
,What are matches with them referred to as?,670.0,0.0,matches between the two teams are referred to as El Clásico. ,El Clásico
,In what year did it move to Oyster Point?,662.0,718.0,0,1680
,What did Gashford have apart from the others?,1327.0,1378.0,"Gashford, leaving his own separate and private fire",a separate and private fire
,Was anyone in it?,1704.0,1723.0,the vacant building,no
,Why was everyone congratulating him?,365.0,387.0,You've got your first.,He got first
,Who is the current chairman of the Daily Mail?,372.0,556.0," Jonathan Harmsworth, 4th Viscount Rothermere, a great-grandson of the one of the co-founders, is the current chairman and controlling shareholder of the Daily Mail and General Trust, ",Jonathan Harmsworth
,When did he reach a decision?,620.0,696.0,"By the end of August, Vick reached a plea agreement with federal prosecutors",By the end of August
,What county was the jail in?,0.0,261.0,"Duval County, Florida, jail. ","Duval County, Florida"
,whose army is said to have cried?,928.0,945.0,army of Alexander,army of Alexander
,How many countries are in the G7?,895.0,1021.0,"m such as the G7 which consists of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America.",Seven
,Who is that,80.0,0.0,British prime minister,British prime minister
,How many tracks can a single include?,0.0,159.0,"In music, a single, record single or music single is a type of release, typically a song recording of fewer tracks than an LP record, an album or an EP record.","In music, a single, record single or music single is a type of release, typically a song recording of fewer tracks than an LP record, an album or an EP record."
,Who are involved in plant design?,446.0,524.0,"Chemical engineers are involved in many aspects of plant design and operation,",Chemical engineers
,who made the cross?,1432.0,1462.0,0,Bastian Schweinsteiger
,How did she tell them to go?,559.0,0.0,follow the river,follow the river
,How'd he feel?,420.0,431.0,0,very hungry
,Any literary geniuses?,805.0,0.0,0,the poet Lord Byron
,What did the term matter include prior to the 20th century?,50.0,83.0,ordinary matter composed of atoms,ordinary matter composed of atoms
,How was it received by the critics?,938.0,994.0,but it brought her to the attention of New York critics.,it brought her to their attention
,What type of snow was falling over Springdale?,42.0,50.0,"one of those soft , moist , dreamy","one of those soft , moist , dreamy"
,What form of the arts does it seem to have the most of?,550.0,627.0,"The MoMA Library includes approximately 300,000 books and exhibition catalogs",Books and exhibition catalogs
,What does he want to do then?,0.0,378.0,promote peace and attack poverty,Promote peace and attack poverty
,Is he conservative or liberal?,386.0,413.0,a pro-business conservative,conservative
,Was Woodrow Wilson a Republican?,0.0,790.0,progressive Democrat,No
,What color did Grace wear,0.0,653.0,"Grace, was going as a princess dressed in pink",pink
,What did Gillian think she knew about the engagements?,325.0,332.0,i think i know what it is about,i think i know what it is about
,who?,257.0,329.0,"arts with his first hit, ""Heartbreak Hotel,"" was touring with Hank Snow ",Hank Snow
,What is the island known as?,383.0,430.0,"Grenada is also known as the ""Island of Spice"" ","the ""Island of Spice"""
,who leaned against the door post,1229.0,1316.0,"Marius, paler than his stunning had left him, leaned more heavily against the door-post",Marius
,Who grew stronger?,0.0,289.0, Robin grew and grew and got stronger and stronger.,Robin
,did it have an official name?,751.0,836.0,"Board found that, along with the South Island, the North Island had no official name.",No
,How did they know?,1364.0,1399.0,"there was snow yesterday,"" he said.",there was snow yesterday
,What is the name of the world's most popular half marathon hosted by Newcastle?,0.0,379.0,the great north run,the great north run
,Did they take the animal to the vet?,1017.0,1095.0,Lauren and her mom took Chocolate to an animal doctor who treated sick turtles,Yes
,What was demonstrated in 1943?,496.0,614.0,antibacterial selection for strains having previously acquired antibacterial-resistance genes was demonstrated in 1943,antibacterial selection for strains having previously acquired antibacterial-resistance genes
,What city is the cultural capital?,992.0,1042.0,New York City the cultural capital of the nation. ,New York City
,What did Oscar Pistorius tweet on the anniversary of Reeva Steenkamp's death?,280.0,285.0,a few words from my heart,a few words from my heart
,Who would represent US there?,1693.0,1793.0," U.S. Vice President Joe Biden said he would lead a delegation ""in the coming days"" to pay respects.",Joe Biden
,When was it founded?,753.0,828.0,Cologne was founded and established in Ubii territory in the 1st century AD,in the 1st century AD
,When did it flourish?,140.0,230.0,"The history of geodesy began in antiquity and blossomed during the Age of Enlightenment. 
",during the Age of Enlightenment
,Who took the count?,53.0,90.0,n in the United States. Enumerators w,Enumerators
,who had very bad pain ?,37.0,66.0,Poor Tom bore his severe pain,Tom
,What caused Diana to slight Louise?,208.0,213.0,diana evidently wanted arthur for herself,diana evidently wanted arthur for herself
,Who got a boo-boo on their face?,1292.0,1304.0,0,Carles Puyol
,What did Haskers start to write in?,974.0,1033.0,The teacher drew out a notebook and began to write rapidly.,a notebook
,HOw long did Dame do her chores after the two left?,308.0,362.0,For some hours after the two adventurers had left home,For some hours
,What book did Peter read from?,1465.0,1470.0,Bible,Bible
,Who was invited to visit her?,1140.0,1212.0,"she has sent a kind message, inviting me to visit her one of these days.",Emily
,WHat does UVA stand for?,0.0,26.0,The University of Virginia,The University of Virginia
,Who did he say that to?,264.0,0.0,"He recently appeared on the ""Late Show With David Letterman,"" telling the host he never actually quit but was instead ""seven years late for work.",David Letterman
,Why was he excommunicated?,874.0,884.0,Being gay.,Being gay.
,Who provided it competition afther the New Zealander closed in 1866?,1105.0,1133.0," ""The Daily Southern Cross"" ","""The Daily Southern Cross"""
,What did he want to know?,1154.0,1207.0,why he had left the ball so soon the evening before? ,why Hartey had left the ball so soon the evening before?
,What are the new rules from the Republican National Committee regarding primary debates?,0.0,218.0,0,plan to limit the number of primary debates in the upcoming presidential contest
,What is the category for someone of 2 races?,276.0,307.0,and people of two or more races,people of two or more races
,What is the name of the first Australian newspaper iPad app?,14.0,15.0,0,the australian
,What did Oliver Wadsworth mean when he said they would soon have Billy Dill as right and tight as any craft afloat?,0.0,233.0,falling into the tar ' s manner of speaking,falling into the tar ' s manner of speaking
,Were any officers hurt?,1284.0,1334.0,None of the officers was injured in the incident. ,No
,Was she asked to come to the duke?,1342.0,1363.0,0,yes
,How many people watched the Super Bowl advertisement featuring Max?,144.0,145.0,110 million,110 million
,When was he going to mail it out?,0.0,939.0,He intended not to send it until the following day,the following day
,Anyone else?,113.0,124.0,another man,another man
,What does the name mean?,1193.0,1222.0,0,Gravel pile or Ore Hill
,Did it mention Panney's message?,655.0,667.0,0,no
,who was the first teanm to bough out,1242.0,1307.0,0,Saudi Arabia
,Did he have any real rivals?,0.0,1025.0,Darius,Darius
,Had he decided to propose in a short time?,160.0,0.0,"He had been quite a long time coming to the conclusion to propose to Roberta March,",No.
,how many?,368.0,371.0,0,two
,In which colors?,1426.0,1506.0,"which can be produced in green, yellow, mauve, black, blue, red and other colors","green, yellow, mauve, black, blue, red and other colors"
,Who talked to the news?,230.0,401.0,Dylan for allegedly comparing the conflict between Croatians and Serbs to the Nazis' persecution of Jews in an interview last year for the French edition of Rolling Stone.,Bob Dylan
,Of what?,763.0,782.0,charts of the coast,the coast
,How did the boy feel when he could not catch the butterfly?,191.0,191.0,0,sad
,was he ready to give in?,1132.0,1212.0, but while the odds against him were rapidly growing heavier he meant to fight. ,No
,From what?,506.0,545.0,sum of money out of their evil doings. ,their evil doings.
,what did they find instead?,325.0,367.0,when they happened across a big huge melon,a big huge melon
,what does that mean?,1629.0,1679.0,"Princeps Civitatis"" (""First Citizen of the State"")","(""First Citizen of the State"")"
,who didn't know how to swim?,246.0,368.0," strike Harvey very favorably. He looked rather dissatisfied with the arrangement made for him. 

""I can't swim,"" he said.",Harvey.
,How do they get around that?,474.0,529.0,Washington is sometimes referred to as Washington State,Washington is sometimes referred to as Washington State
,Was there anyone else?,375.0,409.0, two Canadians and two Australians,Yes
,Did Telles say to kill all cops?,792.0,896.0,0,yes
,What did Ahmed feel was missing from government and organizational efforts to understand what was fueling anti-Western extremism?,260.0,262.0,simplistic,simplistic
,Does he agree?,601.0,722.0,"""I had decided to accept your offer, Hector; but certainly this would have decided me had I not already made up my mind. ",yes
,What were they?,845.0,924.0,Lily was ready to take any part of the business of the household and schoolroom,the business of the household and schoolroom
,How did she feel?,95.0,151.0," She was tired, as tired as she had ever been on any day",She was tired
,who is her sister?,322.0,370.0,Laura and Charlotte came in together in due time,Laura
,What's it's main purpose?,642.0,696.0,o protect the interests of the Italian record industry,to protect the interests of the Italian record industry
,What did Pat buy at the store?,61.0,63.0,potatoes and eggs,potatoes and eggs
,What is the capital city of Bhutan?,103.0,106.0,0,thimphu
,is it just one island?,343.0,446.0,"Fasta Åland on which 90% of the population resides and a further 6,500 skerries and islands to its east",No
,what is the name of the other US party,545.0,674.0,"The United States is a two-party system, with its two most powerful parties being the Democratic Party and the Republican Party. ",the Democratic Party
,What did he have?,260.0,267.0,an idea,an idea
,What about the on the west?,178.0,202.0,Chhattisgarh to the west,Chhattisgarh
,About what?,1141.0,0.0, there is no current consensus about whether racial categories can be considered to have significance for understanding human genetic variation,about whether racial categories can have significance for understanding human genetic variation
,What are some of the advantages of using robots in STEM education?,104.0,177.0,"bomb detection and de - activation ) , manufacturing processes , or where humans cannot survive . robots can take on any form but some are made to resemble humans in appearance . this is said to help in the acceptance of a robot in certain replicative behaviors usually performed by people . such robots attempt to replicate walking , lifting , speech , cognition , and basically anything a human can do","bomb detection and de - activation ) , manufacturing processes , or where humans cannot survive . robots can take on any form but some are made to resemble humans in appearance . this is said to help in the acceptance of a robot in certain replicative behaviors usually performed by people . such robots attempt to replicate walking , lifting , speech , cognition , and basically anything a human can do"
,Did the dome have a patent?,0.0,654.0," A first, small dome was patented, constructed by the firm of Dykerhoff and Wydmann on the roof of the Zeiss plant in Jena, Germany.",yes
,How many Dafurians need help?,453.0,500.0,3.5 million people need humanitarian assistance,3.5 million
,who covered him ?,141.0,188.0,Lem Hallowell had once covered him with blushes,Lem Hallowell
,How was he able to be at the Appleyard?,206.0,242.0, He had arrived during the afternoon,He had arrived during the afternoon
,Does Apple have a new campus?,637.0,668.0,Apple's new 'spaceship' campus:,Apple's new 'spaceship' campus:
,What did Tommy do when the taxi with the flag erect turned the corner of the street ahead?,331.0,0.0,held his breath,held his breath
,where was the stain?,502.0,523.0,one's outlook on life,one's outlook on life
,the Third Reich ?,972.0,0.0,Third Reich (1933–1945),1933–1945
,who led the Protestant reformation?,890.0,934.0,Martin Luther led the Protestant Reformation,Luther
,What are the classic symptoms of active TB?,98.0,116.0,"chronic cough with blood - containing sputum , fever , night sweats , and weight loss","chronic cough with blood - containing sputum , fever , night sweats , and weight loss"
